,Ritasi ke - 1,,,,,,,,,,,,,,,Ritasi ke - 2,,,,,,,,,,,,,,,Ritasi ke - 3,,,,,,,,,,,,,,,Ritasi ke - 4,,,,,,,,,,,,,,,,Ritasi ke - 5,,,,,,,,,,,,,,,Ritasi ke - 6,,,,,,,,,,,,,,,Ritasi ke - 7,,,,,,,,,,,,,,,Ritasi ke - 8,,,,,,,,,,,,
No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min
20,GOR JAKABARING,7:11:54 AM,,26.8,40.0,20.8,0.25,7:11:17 AM,131.28,7:11:06 AM,131.09,7:11:26 AM,131.44,,20,GOR JAKABARING,8:49:12 AM,,29.1,39.6,26.8,0.25,8:48:50 AM,228.83,8:48:42 AM,228.70,8:48:53 AM,228.88,,20,GOR JAKABARING,10:22:58 AM,,30.1,38.4,26.1,0.27,10:22:49 AM,322.82,10:22:42 AM,322.71,10:22:54 AM,322.90,,20,GOR JAKABARING,11:54:58 AM,,33.2,45,32.4,0.27,11:54:38 AM,414.64,11:54:31 AM,414.51,11:54:39 AM,414.65,,,20,GOR JAKABARING,1:32:25 PM,,26.1,41,24.4,0.26,1:32:08 PM,512.13,1:31:55 PM,511.91,1:32:10 PM,512.17,,20,GOR JAKABARING,2:59:20 PM,,29.2,39.6,20.8,0.65,2:59:54 PM,599.90,2:59:33 PM,599.55,3:00:27 PM,600.44,,20,GOR JAKABARING,4:30:52 PM,,30.5,32.8,28.6,0.25,4:30:36 PM,690.59,4:30:33 PM,690.56,4:30:37 PM,690.62,,20,GOR JAKABARING,5:47:17 PM,,28.4,31.7,25.8,0.26,5:47:08 PM,767.13,5:47:05 PM,767.08,5:47:11 PM,767.19
21,BANK SUMSEL BABEL B,7:12:36 AM,,35.6,48.0,23.4,0.66,7:13:01 AM,133.01,7:12:44 AM,132.73,7:13:36 AM,133.59,,21,BANK SUMSEL BABEL B,8:50:23 AM,,35.5,45.7,28.4,0.71,8:50:24 AM,230.40,8:50:08 AM,230.13,8:50:42 AM,230.70,,21,BANK SUMSEL BABEL B,10:24:14 AM,,32.9,41.2,28.8,0.64,10:24:08 AM,324.13,10:23:54 AM,323.90,10:24:18 AM,324.30,,21,BANK SUMSEL BABEL B,11:56:27 AM,,36,40.1,30.7,0.65,11:56:03 AM,416.05,11:55:56 AM,415.94,11:56:14 AM,416.24,,,21,BANK SUMSEL BABEL B,1:33:48 PM,,29.8,36.4,27.6,0.65,1:33:44 PM,513.73,1:33:29 PM,513.49,1:33:50 PM,513.83,,21,BANK SUMSEL BABEL B,3:00:44 PM,,37.5,43.7,23.4,0.77,3:00:34 PM,600.57,3:00:23 PM,600.39,3:01:18 PM,601.31,,21,BANK SUMSEL BABEL B,4:32:08 PM,,35.1,38.7,31.8,0.65,4:31:59 PM,691.98,4:31:52 PM,691.87,4:32:06 PM,692.09,,21,BANK SUMSEL BABEL B,5:48:34 PM,,32.4,34.9,30.2,0.63,5:48:27 PM,768.45,5:48:22 PM,768.37,5:48:32 PM,768.53
22,PLN B,7:13:28 AM,,36.5,48.2,26.7,0.77,7:13:52 AM,133.87,7:13:34 AM,133.56,7:14:20 AM,134.33,,22,PLN B,8:51:31 AM,,38.1,46.1,37.4,0.76,8:51:35 AM,231.58,8:51:22 AM,231.37,8:51:36 AM,231.60,,22,PLN B,10:25:40 AM,,35.3,42.5,31.4,0.79,10:25:35 AM,325.58,10:25:21 AM,325.35,10:25:45 AM,325.74,,22,PLN B,11:57:56 AM,,35.1,37.5,33.4,0.79,11:57:48 AM,417.80,11:57:43 AM,417.71,11:57:52 AM,417.87,,,22,PLN B,1:35:20 PM,,34,43.9,31.8,0.79,1:35:12 PM,515.19,1:34:53 PM,514.88,1:35:17 PM,515.29,,22,PLN B,3:02:12 PM,,34.1,44.1,26.7,0.92,3:02:21 PM,602.35,3:01:59 PM,601.99,3:02:48 PM,602.80,,22,PLN B,4:33:37 PM,,37.7,39.2,34.3,0.78,4:33:22 PM,693.37,4:33:20 PM,693.33,4:33:30 PM,693.50,,22,PLN B,5:50:02 PM,,37.2,39.5,34,0.79,5:49:50 PM,769.84,5:49:46 PM,769.77,5:49:58 PM,769.96
23,SIMPANG RS BARI,7:15:47 AM,,30.6,47.9,20.5,0.91,7:15:15 AM,135.25,7:14:36 AM,134.61,7:16:08 AM,136.13,,23,SIMPANG RS BARI,8:53:47 AM,,33.5,47.8,25.6,0.91,8:53:09 AM,233.15,8:52:40 AM,232.66,8:53:39 AM,233.65,,23,SIMPANG RS BARI,10:27:22 AM,,35.6,43.8,31.7,0.92,10:27:13 AM,327.22,10:26:56 AM,326.93,10:27:24 AM,327.41,,23,SIMPANG RS BARI,11:59:23 AM,,35.8,39.7,31.3,0.92,11:59:29 AM,419.48,11:59:19 AM,419.32,11:59:42 AM,419.70,,,23,SIMPANG RS BARI,1:37:18 PM,,32.1,40.8,29.8,0.93,1:37:04 PM,517.07,1:36:42 PM,516.70,1:37:12 PM,517.21,,23,SIMPANG RS BARI,3:04:00 PM,,32.4,43.8,30.5,0.9,3:03:52 PM,603.87,3:03:26 PM,603.43,3:03:58 PM,603.97,,23,SIMPANG RS BARI,4:35:25 PM,,34,36.4,30.7,0.91,4:35:13 PM,695.22,4:35:07 PM,695.12,4:35:24 PM,695.40,,23,SIMPANG RS BARI,5:51:50 PM,,33.1,35.3,27.7,0.89,5:51:39 PM,771.65,5:51:33 PM,771.55,5:51:58 PM,771.96
24,PENGADILAN AGAMA,7:17:32 AM,,30.9,41.0,25.7,0.8,7:17:20 AM,137.34,7:16:57 AM,136.95,7:17:39 AM,137.65,,24,PENGADILAN AGAMA,8:55:14 AM,,27.0 ,45.0 ,21.1,0.81,8:55:35 AM,235.58,8:54:52 AM,234.86,8:56:05 AM,236.09,,24,PENGADILAN AGAMA,10:28:50 AM,,34.5,44.6,28.4,0.81,10:28:47 AM,328.78,10:28:27 AM,328.46,10:29:05 AM,329.08,,24,PENGADILAN AGAMA,12:00:58 PM,,32.1,38.5,28.6,0.79,12:00:52 PM,420.86,12:00:37 PM,420.61,12:01:02 PM,421.04,,,24,PENGADILAN AGAMA,1:38:44 PM,,34.4,37,31.6,0.79,1:38:41 PM,518.68,1:38:35 PM,518.58,1:38:48 PM,518.80,,24,PENGADILAN AGAMA,3:05:34 PM,,36.8,45,25.7,0.8,3:05:18 PM,605.30,3:05:04 PM,605.07,3:05:52 PM,605.87,,24,PENGADILAN AGAMA,4:36:56 PM,,34.5,37.1,32.1,0.81,4:36:50 PM,696.83,4:36:44 PM,696.73,4:36:56 PM,696.93,,24,PENGADILAN AGAMA,5:53:22 PM,,36.7,40.4,32.8,0.82,5:53:10 PM,773.17,5:53:03 PM,773.05,5:53:20 PM,773.33
,TERMINAL JAKABARING,7:21:50 AM,,12.7,41.8,10.0,0.8,7:21:19 AM,141.31,7:18:41 AM,138.68,7:22:20 AM,142.33,,,TERMINAL JAKABARING,8:58:40 AM,,18.8,37.8,12.3,0.82,8:57:51 AM,237.85,8:56:32 AM,236.53,8:59:14 AM,239.23,,,TERMINAL JAKABARING,10:30:32 AM,,16.9,39.2,13.7,0.74,10:31:28 AM,331.46,10:29:58 AM,329.97,10:32:04 AM,332.07,,,TERMINAL JAKABARING,12:03:14 PM,,20.4,44.5,15.3,0.79,12:03:17 PM,423.29,12:02:02 PM,422.03,12:04:04 PM,424.06,,,,TERMINAL JAKABARING,1:41:08 PM,,21.4,39.2,19.3,0.77,1:40:54 PM,520.89,1:39:55 PM,519.91,1:41:08 PM,521.13,,,TERMINAL JAKABARING,3:08:07 PM,,18.9,37.8,14.2,0.8,3:08:06 PM,608.11,3:06:50 PM,606.84,3:08:57 PM,608.95,,,TERMINAL JAKABARING,4:39:13 PM,,22.6,28.1,18.4,0.79,4:39:02 PM,699.03,4:38:37 PM,698.62,4:39:31 PM,699.51,,,TERMINAL JAKABARING,5:55:55 PM,,18.9,24.1,13.7,0.8,5:55:54 PM,775.91,5:55:22 PM,775.36,5:56:52 PM,776.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.21,5:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.21,5:01:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.00,5:02:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
