,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,LORONG KARANG ANYAR,6:34:26 AM,6:34:36 AM,30.86,49.30,5.00,1.76,6:35:06 AM,95.11,6:33:50 AM,93.83,6:52:48 AM,112.80,,8,LORONG KARANG ANYAR,8:10:38 AM,8:10:48 AM,29.03,40.70,19.80,1.74,8:10:30 AM,190.50,8:09:28 AM,189.47,8:12:10 AM,192.17,,8,LORONG KARANG ANYAR,9:42:45 AM,9:42:55 AM,28.27,40.70,22.60,1.76,9:41:49 AM,281.82,9:40:41 AM,280.68,9:42:45 AM,282.76,,8,LORONG KARANG ANYAR,11:08:12 AM,11:08:22 AM,28.98,43.21,18.93,1.74,11:07:45 AM,367.75,11:06:34 AM,366.57,11:09:40 AM,369.67,,8,LORONG KARANG ANYAR,12:44:23 PM,12:44:33 PM,28.6,36.7,2.1,1.74,12:44:16 PM,464.27,12:43:28 PM,463.46,1:30:20 PM,510.33,,8,LORONG KARANG ANYAR,2:17:59 PM,2:18:09 PM,23.5,40.3,4.0,1.74,2:17:44 PM,557.73,2:15:52 PM,555.87,2:39:23 PM,579.38,,8,LORONG KARANG ANYAR,3:46:14 PM,3:46:24 PM,28.1,36.1,4.7,1.74,3:46:02 PM,646.03,3:45:13 PM,645.21,4:04:32 PM,664.53,,8,LORONG KARANG ANYAR,5:06:10 PM,5:06:20 PM,29.6,38.9,8.3,1.74,5:05:56 PM,725.93,5:05:05 PM,725.08,5:14:59 PM,734.98
9,PUSKESMAS TEGAL BINANGUN,6:37:30 AM,6:37:40 AM,28.60,42.80,5.00,1.19,6:36:56 AM,96.93,6:36:06 AM,96.10,6:48:43 AM,108.71,,9,PUSKESMAS TEGAL BINANGUN,8:13:48 AM,8:13:58 AM,25.47,39.20,15.60,1.18,8:13:25 AM,193.41,8:12:26 AM,192.44,8:15:10 AM,195.17,,9,PUSKESMAS TEGAL BINANGUN,9:45:24 AM,9:45:34 AM,20.84,43.20,11.63,1.18,9:46:09 AM,286.15,9:44:23 AM,284.39,9:48:50 AM,288.84,,9,PUSKESMAS TEGAL BINANGUN,11:11:37 AM,11:11:47 AM,22.56,34.80,15.20,1.19,11:11:22 AM,371.36,11:10:15 AM,370.25,11:12:54 AM,372.90,,9,PUSKESMAS TEGAL BINANGUN,12:48:41 PM,12:48:51 PM,17.5,22.3,6.0,1.15,12:48:20 PM,468.33,12:47:29 PM,467.48,12:55:53 PM,475.88,,9,PUSKESMAS TEGAL BINANGUN,2:21:15 PM,2:21:25 PM,22.9,37.4,1.4,1.15,2:21:00 PM,561.00,2:19:50 PM,559.83,3:07:16 PM,607.27,,9,PUSKESMAS TEGAL BINANGUN,3:49:16 PM,3:49:26 PM,24.8,38.2,5.4,1.15,3:49:01 PM,649.02,3:48:02 PM,648.04,3:59:01 PM,659.01,,9,PUSKESMAS TEGAL BINANGUN,5:09:51 PM,5:10:01 PM,21.9,35.3,3.8,1.15,5:09:19 PM,729.32,5:08:07 PM,728.12,5:24:19 PM,744.32
10,SIMPANG PASAR TEGAL BINANGUN,6:40:17 AM,6:40:27 AM,24.33,37.80,20.10,0.91,6:39:45 AM,99.74,6:38:57 AM,98.94,6:40:13 AM,100.22,,10,SIMPANG PASAR TEGAL BINANGUN,8:16:56 AM,8:17:06 AM,18.61,33.50,4.75,0.91,8:16:44 AM,196.73,8:15:26 AM,195.43,8:25:18 AM,205.29,,10,SIMPANG PASAR TEGAL BINANGUN,9:48:06 AM,9:48:16 AM,22.62,33.80,20.63,0.88,9:47:44 AM,287.73,9:46:58 AM,286.96,9:47:58 AM,287.96,,10,SIMPANG PASAR TEGAL BINANGUN,11:14:23 AM,11:14:33 AM,23.49,31.70,14.87,0.91,11:13:56 AM,373.94,11:13:20 AM,373.34,11:15:17 AM,375.29,,10,SIMPANG PASAR TEGAL BINANGUN,12:51:41 PM,12:51:51 PM,19.7,30.2,5.7,0.93,12:51:31 PM,471.52,12:50:32 PM,470.53,12:58:28 PM,478.47,,10,SIMPANG PASAR TEGAL BINANGUN,2:23:53 PM,2:24:03 PM,23.0,33.5,5.1,0.93,2:23:41 PM,563.68,2:22:55 PM,562.92,2:32:11 PM,572.19,,10,SIMPANG PASAR TEGAL BINANGUN,3:52:12 PM,3:52:22 PM,21.0,35.3,5.1,0.93,3:51:55 PM,651.92,3:50:51 PM,650.85,4:00:12 PM,660.21,,10,SIMPANG PASAR TEGAL BINANGUN,5:12:17 PM,5:12:27 PM,23.6,38.2,2.9,0.93,5:12:13 PM,732.21,5:11:19 PM,731.31,5:29:05 PM,749.09
11,TERMINAL PLAJU,6:44:56 AM,6:45:06 AM,20.72,40.30,10.40,1.35,6:44:12 AM,104.19,6:42:18 AM,102.29,6:48:04 AM,108.07,,11,TERMINAL PLAJU,8:22:49 AM,8:22:59 AM,16.70,37.60,12.63,1.33,8:21:43 AM,201.71,8:19:03 AM,199.06,8:23:15 AM,203.25,,11,TERMINAL PLAJU,9:54:26 AM,9:54:36 AM,12.72,40.00,6.61,1.35,9:54:28 AM,294.47,9:50:08 AM,290.13,10:00:21 AM,300.35,,11,TERMINAL PLAJU,11:20:04 AM,11:20:14 AM,14.74,22.40,9.65,1.36,11:19:55 AM,379.92,11:18:02 AM,378.03,11:22:50 AM,382.84,,11,TERMINAL PLAJU,12:57:03 PM,12:57:13 PM,15.9,40.7,4.3,1.33,12:56:42 PM,476.70,12:53:39 PM,473.64,1:10:14 PM,490.24,,11,TERMINAL PLAJU,2:29:04 PM,2:29:14 PM,16.5,36.0,2.4,1.33,2:28:43 PM,568.72,2:26:06 PM,566.10,2:57:08 PM,597.13,,11,TERMINAL PLAJU,3:57:28 PM,3:57:38 PM,15.9,34.8,4.0,1.33,3:57:13 PM,657.22,3:54:30 PM,654.49,4:12:09 PM,672.15,,11,TERMINAL PLAJU,5:17:37 PM,5:17:47 PM,17.7,29.9,7.8,1.33,5:16:48 PM,736.79,5:14:57 PM,734.95,5:22:31 PM,742.51
12,SIMPANG PASAR TEGAL BINANGUN,6:48:27 AM,6:48:37 AM,24.33,41.00,7.13,1.20,6:47:54 AM,107.89,6:46:41 AM,106.69,6:55:02 AM,115.03,,12,SIMPANG PASAR TEGAL BINANGUN,8:28:55 AM,8:29:05 AM,14.28,38.20,10.60,1.30,8:28:17 AM,208.28,8:24:52 AM,204.86,8:30:11 AM,210.18,,12,SIMPANG PASAR TEGAL BINANGUN,10:00:58 AM,10:01:08 AM,14.76,35.30,13.50,1.22,9:59:24 AM,299.39,9:56:30 AM,296.51,9:59:51 AM,299.86,,12,SIMPANG PASAR TEGAL BINANGUN,11:24:35 AM,11:24:45 AM,17.88,24.76,12.50,1.30,11:24:26 AM,384.43,11:23:13 AM,383.22,11:26:18 AM,386.31,,12,SIMPANG PASAR TEGAL BINANGUN,1:02:57 PM,1:03:07 PM,13.6,35.6,3.0,1.27,1:02:39 PM,482.65,12:59:11 PM,479.19,1:22:27 PM,502.45,,12,SIMPANG PASAR TEGAL BINANGUN,2:34:42 PM,2:34:52 PM,16.8,33.1,4.9,1.27,2:33:36 PM,573.60,2:31:22 PM,571.37,2:44:37 PM,584.62,,12,SIMPANG PASAR TEGAL BINANGUN,4:02:16 PM,4:02:26 PM,16.9,31.4,4.0,1.27,4:01:59 PM,661.98,3:59:54 PM,659.89,4:16:31 PM,676.52,,12,SIMPANG PASAR TEGAL BINANGUN,5:22:15 PM,5:22:25 PM,17.3,35.3,5.7,1.27,5:22:01 PM,742.02,5:19:47 PM,739.78,5:30:59 PM,750.99
13,PUSKERSMAS TEGAL BINANGUN,6:51:19 AM,6:51:29 AM,26.52,34.90,9.10,0.91,6:50:31 AM,110.51,6:50:01 AM,110.01,6:54:27 AM,114.45,,13,PUSKERSMAS TEGAL BINANGUN,8:31:51 AM,8:32:01 AM,19.13,34.90,13.50,0.91,8:31:46 AM,211.77,8:30:29 AM,210.48,8:32:58 AM,212.96,,13,PUSKERSMAS TEGAL BINANGUN,10:03:59 AM,10:04:09 AM,18.17,39.20,14.60,0.89,10:03:54 AM,303.91,10:02:20 AM,302.33,10:04:37 AM,304.62,,13,PUSKERSMAS TEGAL BINANGUN,11:28:42 AM,11:28:52 AM,16.20,25.20,10.36,0.87,11:27:48 AM,387.81,11:26:39 AM,386.65,11:29:37 AM,389.62,,13,PUSKERSMAS TEGAL BINANGUN,1:05:42 PM,1:05:52 PM,21.7,33.5,3.4,0.87,1:05:21 PM,485.36,1:04:30 PM,484.51,1:18:18 PM,498.30,,13,PUSKERSMAS TEGAL BINANGUN,2:38:13 PM,2:38:23 PM,18.8,31.3,6.7,0.87,2:37:29 PM,577.48,2:36:22 PM,576.37,2:42:29 PM,582.49,,13,PUSKERSMAS TEGAL BINANGUN,4:04:28 PM,4:04:38 PM,25.5,39.1,1.5,0.87,4:04:19 PM,664.31,4:03:36 PM,663.60,4:37:04 PM,697.07,,13,PUSKERSMAS TEGAL BINANGUN,5:26:03 PM,5:26:13 PM,18.3,33.8,6.3,0.87,5:25:06 PM,745.10,5:23:48 PM,743.79,5:30:32 PM,750.54
14,LORONG KARANG ANYAR,6:55:01 AM,6:55:11 AM,26.39,38.90,20.30,1.31,6:54:18 AM,114.30,6:53:20 AM,113.34,6:55:11 AM,115.19,,14,LORONG KARANG ANYAR,8:35:07 AM,8:35:17 AM,24.28,38.20,19.65,1.21,8:34:50 AM,214.84,8:33:45 AM,213.75,8:35:33 AM,215.54,,14,LORONG KARANG ANYAR,10:06:15 AM,10:06:25 AM,23.47,43.20,10.63,1.27,10:07:14 AM,307.23,10:05:45 AM,305.75,10:11:09 AM,311.15,,14,LORONG KARANG ANYAR,11:31:35 AM,11:31:45 AM,24.90,28.90,14.24,1.30,11:31:50 AM,391.83,11:31:24 AM,391.40,11:34:11 AM,394.18,,14,LORONG KARANG ANYAR,1:09:24 PM,1:09:34 PM,22.2,35.6,7.6,1.22,1:09:00 PM,489.00,1:07:45 PM,487.76,1:15:20 PM,495.33,,14,LORONG KARANG ANYAR,2:42:26 PM,2:42:36 PM,19.7,34.9,2.3,1.22,2:41:56 PM,581.93,2:40:19 PM,580.31,3:10:03 PM,610.04,,14,LORONG KARANG ANYAR,4:07:57 PM,4:08:07 PM,23.4,37.8,7.9,1.22,4:07:36 PM,667.59,4:06:24 PM,666.40,4:13:44 PM,673.73,,14,LORONG KARANG ANYAR,5:29:25 PM,5:29:35 PM,23.0,37.8,4.9,1.22,5:29:14 PM,749.23,5:27:59 PM,747.99,5:40:59 PM,760.99
15,SIMPANG TEGAL BINANGUN,6:59:46 AM,6:59:56 AM,27.72,42.80,14.50,1.73,6:58:46 AM,118.76,6:57:27 AM,117.44,7:02:11 AM,122.18,,15,SIMPANG TEGAL BINANGUN,8:38:38 AM,8:38:48 AM,28.91,42.10,23.60,1.74,8:38:44 AM,218.73,8:37:36 AM,217.60,8:39:32 AM,219.54,,15,SIMPANG TEGAL BINANGUN,10:10:47 AM,10:10:57 AM,26.04,42.80,19.91,1.65,10:10:03 AM,310.05,10:08:34 AM,308.56,10:11:13 AM,311.22,,15,SIMPANG TEGAL BINANGUN,11:35:21 AM,11:35:31 AM,29.40,38.50,18.90,1.75,11:35:09 AM,395.15,11:34:19 AM,394.31,11:37:08 AM,397.14,,15,SIMPANG TEGAL BINANGUN,1:13:14 PM,1:13:24 PM,28.7,38.2,4.3,1.71,1:12:58 PM,492.97,1:12:05 PM,492.09,1:33:16 PM,513.26,,15,SIMPANG TEGAL BINANGUN,2:46:46 PM,2:46:56 PM,25.1,37.1,5.3,1.71,2:46:31 PM,586.52,2:45:12 PM,585.20,3:01:48 PM,601.79,,15,SIMPANG TEGAL BINANGUN,4:12:32 PM,4:12:42 PM,23.5,40.1,4.8,1.71,4:12:19 PM,672.32,4:10:31 PM,670.51,4:29:20 PM,689.33,,15,SIMPANG TEGAL BINANGUN,5:33:25 PM,5:33:35 PM,29.4,40.7,6.7,1.71,5:32:54 PM,752.91,5:31:56 PM,751.94,5:44:44 PM,764.73
16,DEPO DJKA,7:01:19 AM,7:01:29 AM,16.18,26.60,5.67,0.35,7:01:04 AM,121.06,7:00:33 AM,120.56,7:03:28 AM,123.47,,16,DEPO DJKA,8:40:20 AM,8:40:30 AM,16.18,28.10,14.50,0.36,8:39:58 AM,219.97,8:39:24 AM,219.40,8:40:07 AM,220.12,,16,DEPO DJKA,10:12:18 AM,10:12:28 AM,16.76,34.20,10.63,0.36,10:12:04 AM,312.07,10:11:25 AM,311.41,10:12:49 AM,312.82,,16,DEPO DJKA,11:36:32 AM,11:36:42 AM,24.84,32.52,16.12,0.35,11:36:12 AM,396.20,11:36:00 AM,396.00,11:36:39 AM,396.65,,16,DEPO DJKA,1:15:12 PM,1:15:22 PM,11.6,25.6,7.0,0.36,1:15:06 PM,495.10,1:14:05 PM,494.08,1:16:19 PM,496.32,,16,DEPO DJKA,2:48:55 PM,2:49:05 PM,22.2,39.2,6.5,0.36,2:47:44 PM,587.74,2:47:19 PM,587.32,2:50:05 PM,590.09,,16,DEPO DJKA,4:14:14 PM,4:14:24 PM,14.7,35.6,3.4,0.36,4:14:00 PM,674.00,4:13:08 PM,673.14,4:18:53 PM,678.89,,16,DEPO DJKA,5:34:35 PM,5:34:45 PM,22.4,35.6,2.5,0.36,5:34:23 PM,754.38,5:34:01 PM,754.02,5:42:03 PM,762.06
17,OPI MALL,7:02:16 AM,7:02:26 AM,24.67,42.10,20.61,0.52,7:02:35 AM,122.58,7:02:03 AM,122.06,7:02:50 AM,122.83,,17,OPI MALL,8:41:04 AM,8:41:14 AM,28.04,36.70,18.67,0.49,8:41:23 AM,221.38,8:41:08 AM,221.13,8:41:54 AM,221.91,,17,OPI MALL,10:13:24 AM,10:13:34 AM,29.62,36.44,18.56,0.53,10:13:22 AM,313.37,10:13:10 AM,313.17,10:14:01 AM,314.01,,17,OPI MALL,11:37:41 AM,11:37:51 AM,30.63,36.10,24.67,0.53,11:37:34 AM,397.57,11:37:25 AM,397.41,11:37:49 AM,397.82,,17,OPI MALL,1:16:49 PM,1:16:59 PM,22.5,34.9,4.1,0.53,1:16:37 PM,496.61,1:16:07 PM,496.11,1:22:57 PM,502.96,,17,OPI MALL,2:40:25 PM,2:40:35 PM,24.3,35.6,7.4,0.53,2:50:14 PM,590.23,2:49:49 PM,589.81,2:53:13 PM,593.21,,17,OPI MALL,4:16:12 PM,4:16:22 PM,17.5,37.1,3.2,0.53,4:16:03 PM,676.05,4:15:05 PM,675.09,4:24:10 PM,684.17,,17,OPI MALL,5:36:13 PM,5:36:23 PM,20.9,38.9,6.9,0.53,5:36:06 PM,756.10,5:35:24 PM,755.40,5:39:12 PM,759.19
