,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ritasi ke - 1,,,,,,,,,,,,,,,Ritasi ke - 2,,,,,,,,,,,,,,,Ritasi ke - 3,,,,,,,,,,,,,,,Ritasi ke - 4,,,,,,,,,,,,,,,Ritasi ke - 5,,,,,,,,,,,,,,,Ritasi ke - 6,,,,,,,,,,,,,,,Ritasi ke - 7,,,,,,,,,,,,,,,Ritasi ke - 8,,,,,,,,,,,,
No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min
,TERMINAL JAKABARING,5:58:00 AM,5:58:00 AM,,,,,,,,,,,,,TERMINAL JAKABARING,7:30:30 AM,7:30:30 AM,,,,,,,,,,,,,TERMINAL JAKABARING,9:01:01 AM,9:01:01 AM,,,,,,,,,,,,,TERMINAL JAKABARING,10:27:09 AM,10:27:09 AM,,,,,,,,,,,,,TERMINAL JAKABARING,12:04:59,12:04:59,,,,,,,,,,,,,TERMINAL JAKABARING,13:37:40,13:37:40,,,,,,,,,,,,,TERMINAL JAKABARING,15:05:30,15:05:30,,,,,,,,,,,,,TERMINAL JAKABARING,16:26:27,16:26:27,,,,,,,,,,
1,PLN A,6:04:32 AM,,25.9,41.4,4.4,2.81,6:04:31 AM,64.51,6:02:04 AM,62.07,6:36:19 AM,96.32,,1,PLN A,7:37:31 AM,,25.2,42.5,6.2,2.82,7:37:13 AM,157.21,7:34:29 AM,154.48,7:57:47 AM,177.79,,1,PLN A,9:07:16 AM,,27.5,47.5,7.6,2.81,9:07:09 AM,247.15,9:04:34 AM,244.57,9:23:12 AM,263.20,,1,PLN A,10:32:49 AM,,29.9,46.8,13.1,2.85,10:32:52 AM,332.87,10:30:48 AM,330.80,10:40:12 AM,340.20,,1,PLN A,12:10:07,,32.3,47.2,7.3,2.85,12:10:17 PM,430.28,12:08:36 PM,428.61,12:28:24 PM,448.41,,1,PLN A,13:42:48,,33.5,46.8,12.6,2.82,1:42:43 PM,522.72,1:41:17 PM,521.28,1:51:06 PM,531.10,,1,PLN A,15:11:40,,30.9,45.4,8.1,2.85,3:11:02 PM,611.03,3:09:16 PM,609.27,3:26:37 PM,626.61,,1,PLN A,16:31:23,,34.2,46.1,12.5,2.77,4:31:19 PM,691.31,4:30:03 PM,690.06,4:39:45 PM,699.75
2,BANK SUMSEL BABEL B,6:06:16 AM,,39.6,42.4,14.1,0.89,6:05:53 AM,65.88,6:05:48 AM,65.79,6:08:19 AM,68.32,,2,BANK SUMSEL BABEL B,7:39:06 AM,,36.3,44.3,11.3,0.94,7:39:04 AM,159.07,7:38:47 AM,158.79,7:42:30 AM,162.51,,2,BANK SUMSEL BABEL B,9:09:00 AM,,36.7,49,9.3,0.9,9:08:44 AM,248.74,9:08:22 AM,248.37,9:13:04 AM,253.07,,2,BANK SUMSEL BABEL B,10:34:34 AM,,35.8,48,14.8,0.93,10:34:23 AM,334.38,10:33:59 AM,333.98,10:36:35 AM,336.59,,2,BANK SUMSEL BABEL B,12:11:51,,39.1,45,19.4,0.85,12:11:25 PM,431.42,12:11:15 PM,431.25,12:12:45 PM,432.75,,2,BANK SUMSEL BABEL B,13:44:22,,41.5,44.3,28,0.68,1:43:47 PM,523.78,1:43:43 PM,523.72,1:44:15 PM,524.26,,2,BANK SUMSEL BABEL B,15:13:06,,46.2,48.7,22.3,0.9,3:12:50 PM,612.84,3:12:47 PM,612.78,3:14:05 PM,614.09,,2,BANK SUMSEL BABEL B,16:32:50,,44,45.7,22.8,0.89,4:32:36 PM,692.60,4:32:33 PM,692.55,4:33:44 PM,693.73
3,GOR JAKABARING,6:07:51 AM,,27.5,35.6,11.8,0.38,6:07:06 AM,67.10,6:06:54 AM,66.91,6:08:12 AM,68.20,,3,GOR JAKABARING,7:40:07 AM,,28.7,41.4,12.4,0.36,7:39:51 AM,159.85,7:39:37 AM,159.62,7:40:51 AM,160.84,,3,GOR JAKABARING,9:09:59 AM,,25.8,35.6,11.9,0.37,9:09:52 AM,249.86,9:09:37 AM,249.62,9:10:52 AM,250.87,,3,GOR JAKABARING,10:35:37 AM,,26.4,32.2,16.2,0.38,10:35:26 AM,335.43,10:35:16 AM,335.27,10:35:58 AM,335.97,,3,GOR JAKABARING,12:12:42,,33.8,41.4,28.5,0.34,12:12:27 PM,432.45,12:12:21 PM,432.34,12:12:34 PM,432.57,,3,GOR JAKABARING,13:45:12,,32.2,39.2,21.3,0.35,1:45:01 PM,525.02,1:44:54 PM,524.90,1:45:21 PM,525.35,,3,GOR JAKABARING,15:13:57,,33.9,44.3,28,0.34,3:13:42 PM,613.70,3:13:34 PM,613.56,3:13:50 PM,613.83,,3,GOR JAKABARING,16:33:46,,30.3,43.9,13.1,0.37,4:33:34 PM,693.57,4:33:20 PM,693.34,4:34:32 PM,694.53
4,STASIUN JAKABARING,6:08:47 AM,,25.7,34.2,8,0.33,6:08:37 AM,68.62,6:08:26 AM,68.43,6:10:20 AM,70.33,,4,STASIUN JAKABARING,7:40:55 AM,,26,37.8,11.8,0.33,7:40:53 AM,160.88,7:40:38 AM,160.64,7:41:48 AM,161.79,,4,STASIUN JAKABARING,9:10:51 AM,,27.5,37.1,14.7,0.33,9:10:42 AM,250.70,9:10:31 AM,250.52,9:11:20 AM,251.33,,4,STASIUN JAKABARING,10:36:30 AM,,27.8,39.3,16.5,0.34,10:36:21 AM,336.35,10:36:08 AM,336.14,10:36:51 AM,336.85,,4,STASIUN JAKABARING,12:13:31,,28.9,36.4,12.3,0.32,12:13:22 PM,433.36,12:13:14 PM,433.23,12:14:16 PM,434.26,,4,STASIUN JAKABARING,13:46:00,,33.3,41.4,17.3,0.31,1:45:46 PM,525.76,1:45:39 PM,525.65,1:46:17 PM,526.28,,4,STASIUN JAKABARING,15:14:40,,34.4,41,19.4,0.3,3:14:28 PM,614.47,3:14:23 PM,614.39,3:14:53 PM,614.88,,4,STASIUN JAKABARING,16:34:32,,30.5,42.1,12.2,0.34,4:34:26 PM,694.44,4:34:15 PM,694.25,4:35:26 PM,695.44
5,DJKA,6:10:58 AM,,33.8,40.7,12.4,1.03,6:10:37 AM,70.61,6:10:18 AM,70.30,6:13:46 AM,73.77,,5,DJKA,7:42:52 AM,,34.5,40.7,11.4,1.05,7:42:45 AM,162.74,7:42:28 AM,162.46,7:46:27 AM,166.44,,5,DJKA,9:12:54 AM,,33.9,41.8,15.2,1.05,9:12:43 AM,252.71,9:12:21 AM,252.36,9:15:00 AM,254.99,,5,DJKA,10:38:31 AM,,35.7,40.2,15.9,1.09,10:38:20 AM,338.33,10:38:08 AM,338.13,10:40:37 AM,340.61,,5,DJKA,12:15:50,,39.3,47.2,11.4,1.04,12:15:06 PM,435.10,12:14:50 PM,434.84,12:18:59 PM,438.99,,5,DJKA,13:47:44,,39.5,44.6,11.6,1.04,1:47:35 PM,527.58,1:47:24 PM,527.40,1:51:23 PM,531.38,,5,DJKA,15:16:25,,40,44.3,17.3,1.05,3:16:15 PM,616.24,3:16:05 PM,616.09,3:18:18 PM,618.31,,5,DJKA,16:36:10,,44.4,47.5,25.6,1.03,4:35:56 PM,695.93,4:35:50 PM,695.83,4:36:57 PM,696.95
6,DEPO DJKA,6:13:10 AM,,26.4,40,7.2,0.99,6:13:13 AM,73.22,6:12:27 AM,72.45,6:19:13 AM,79.22,,6,DEPO DJKA,7:45:30 AM,,24.8,32,9,0.99,7:45:16 AM,165.26,7:44:43 AM,164.72,7:49:28 AM,169.47,,6,DEPO DJKA,9:15:24 AM,,26.4,36,13.7,0.99,9:15:09 AM,255.15,9:14:33 AM,254.55,9:17:14 AM,257.24,,6,DEPO DJKA,10:40:58 AM,,26.4,36,21.2,0.98,10:40:45 AM,340.74,10:40:09 AM,340.15,10:41:17 AM,341.29,,6,DEPO DJKA,12:18:45,,22.5,40.7,12.8,0.98,12:18:27 PM,438.45,12:17:17 PM,437.28,12:20:26 PM,440.43,,6,DEPO DJKA,13:49:53,,29.1,43.6,24.4,0.96,1:49:43 PM,529.71,1:49:03 PM,529.05,1:50:06 PM,530.09,,6,DEPO DJKA,15:19:40,,23.1,38.2,17.5,0.95,3:18:53 PM,618.88,3:17:55 PM,617.91,3:19:40 PM,619.67,,6,DEPO DJKA,16:40:15,,16.7,37.8,16.1,0.94,4:39:33 PM,699.54,4:37:40 PM,697.66,4:39:40 PM,699.67
7,SIMPANG TEGAL BINANGUN,6:14:12 AM,,25.4,34.9,13.5,0.34,6:13:58 AM,73.97,6:13:45 AM,73.75,6:14:41 AM,74.68,,7,SIMPANG TEGAL BINANGUN,7:47:22 AM,,12.4,27.4,5.3,0.34,7:47:09 AM,167.15,7:46:15 AM,166.24,7:49:21 AM,169.35,,7,SIMPANG TEGAL BINANGUN,9:16:33 AM,,20.4,34.9,8.9,0.35,9:16:26 AM,256.43,9:16:00 AM,256.00,9:17:46 AM,257.76,,7,SIMPANG TEGAL BINANGUN,10:42:22 AM,,18.4,35.8,14.3,0.37,10:42:10 AM,342.17,10:41:35 AM,341.59,10:42:31 AM,342.52,,7,SIMPANG TEGAL BINANGUN,12:20:06,,18.7,41.8,9.6,0.36,12:19:54 PM,439.91,12:19:16 PM,439.27,12:21:00 PM,441.00,,7,SIMPANG TEGAL BINANGUN,13:51:45,,17.3,39.6,10.8,0.39,1:51:14 PM,531.24,1:50:28 PM,530.47,1:52:03 PM,532.05,,7,SIMPANG TEGAL BINANGUN,15:21:05,,21.6,39.2,12.7,0.37,3:20:42 PM,620.69,3:20:14 PM,620.23,3:21:25 PM,621.41,,7,SIMPANG TEGAL BINANGUN,16:41:28,,19.9,41.4,7.2,0.34,4:41:17 PM,701.28,4:40:45 PM,700.74,4:43:05 PM,703.08
