,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,LORONG KARANG ANYAR,6:46:59 AM,,28.8,37.1,23.3,1.74,6:46:38 AM,106.63,6:45:49 AM,105.81,6:47:29 AM,107.48,,8,LORONG KARANG ANYAR,8:23:42 AM,,29,40.3,18,1.74,8:23:15 AM,203.25,8:22:14 AM,202.24,8:25:27 AM,205.45,,8,LORONG KARANG ANYAR,9:54:52 AM,,28.3,40.3,19,1.74,9:54:16 AM,294.27,9:53:10 AM,293.17,9:56:05 AM,296.08,,8,LORONG KARANG ANYAR,11:27:30 AM,,27.6,34.3,22.1,1.74,11:27:19 AM,387.32,11:26:35 AM,386.58,11:28:15 AM,388.26,,8,LORONG KARANG ANYAR,1:05:00 PM,,25.8,34,24,1.77,1:04:45 PM,484.75,1:03:47 PM,483.78,1:05:02 PM,485.04,,8,LORONG KARANG ANYAR,2:32:29 PM,,24.1,35,15,1.77,2:32:11 PM,572.19,2:30:51 PM,570.85,2:35:06 PM,575.11,,8,LORONG KARANG ANYAR,3:58:55 PM,,26.9,36,22,1.77,3:58:37 PM,658.61,3:57:38 PM,657.64,3:59:30 PM,659.49,,8,LORONG KARANG ANYAR,5:19:02 PM,,23.5,31,16,1.77,5:18:47 PM,738.79,5:17:43 PM,737.71,5:20:54 PM,740.90
9,PUSKESMAS TEGAL BINANGUN,6:49:52 AM,,26.6,36,17,1.15,6:49:35 AM,109.58,6:48:54 AM,108.90,6:51:03 AM,111.04,,9,PUSKESMAS TEGAL BINANGUN,8:27:14 AM,,24.2,41,9,1.15,8:26:33 AM,206.55,8:25:23 AM,205.38,8:31:22 AM,211.37,,9,PUSKESMAS TEGAL BINANGUN,9:58:14 AM,,22.3,36,17.2,1.15,9:57:58 AM,297.96,9:56:47 AM,296.78,9:58:53 AM,298.88,,9,PUSKESMAS TEGAL BINANGUN,11:30:31 AM,,24.92,40,18.3,1.15,11:30:16 AM,390.27,11:29:14 AM,389.23,11:31:16 AM,391.27,,9,PUSKESMAS TEGAL BINANGUN,1:08:46 PM,,20.5,35,10,1.18,1:08:27 PM,488.45,1:07:03 PM,487.05,1:11:56 PM,491.94,,9,PUSKESMAS TEGAL BINANGUN,2:35:35 PM,,24.5,31,19,1.18,2:35:22 PM,575.37,2:34:45 PM,574.75,2:36:17 PM,576.29,,9,PUSKESMAS TEGAL BINANGUN,4:01:55 PM,,25.1,34,17,1.18,4:01:44 PM,661.74,4:00:59 PM,660.99,4:03:09 PM,663.16,,9,PUSKESMAS TEGAL BINANGUN,5:22:56 PM,,19.3,28,15,1.18,5:22:42 PM,742.70,5:21:33 PM,741.54,5:23:53 PM,743.88
10,SIMPANG PASAR TEGAL BINANGUN,6:52:36 AM,,23.0,37.8,19.8,0.9,6:52:13 AM,112.21,6:51:18 AM,111.30,6:52:36 AM,112.59,,10,SIMPANG PASAR TEGAL BINANGUN,8:29:41 AM,,24.6,33.1,18.5,0.9,8:29:26 AM,209.43,8:28:52 AM,208.86,8:30:09 AM,210.15,,10,SIMPANG PASAR TEGAL BINANGUN,10:00:48 AM,,24.3,31.3,16.2,0.9,10:00:27 AM,300.46,9:59:58 AM,299.96,10:01:34 AM,301.57,,10,SIMPANG PASAR TEGAL BINANGUN,11:33:27 AM,,20.3,26.6,8,0.9,11:33:11 AM,393.18,11:32:33 AM,392.55,11:37:16 AM,397.27,,10,SIMPANG PASAR TEGAL BINANGUN,1:11:30 PM,,22.6,31,14,0.9,1:11:09 PM,491.16,1:10:32 PM,490.53,1:12:42 PM,492.71,,10,SIMPANG PASAR TEGAL BINANGUN,2:39:21 PM,,16.6,28,15,0.9,2:38:50 PM,578.84,2:37:32 PM,577.53,2:39:07 PM,579.11,,10,SIMPANG PASAR TEGAL BINANGUN,4:04:15 PM,,24.3,42,20,0.9,4:04:08 PM,664.14,4:03:12 PM,663.20,4:04:41 PM,664.69,,10,SIMPANG PASAR TEGAL BINANGUN,5:26:50 PM,,17.9,42,16,0.9,5:25:57 PM,745.95,5:24:13 PM,744.22,5:26:16 PM,746.27
11,TERMINAL PLAJU,6:57:33 AM,,19.0,33.8,17.5,1.33,6:56:48 AM,116.80,6:54:58 AM,114.96,6:57:10 AM,117.16,,11,TERMINAL PLAJU,8:35:46 AM,,16.3,32,7,1.33,8:34:35 AM,214.58,8:32:11 AM,212.18,8:41:05 AM,221.08,,11,TERMINAL PLAJU,10:06:26 AM,,17.3,35.3,7,1.33,10:05:25 AM,305.41,10:03:04 AM,303.06,10:12:12 AM,312.20,,11,TERMINAL PLAJU,11:38:38 AM,,18.11,32.8,12.1,1.33,11:37:51 AM,397.86,11:35:53 AM,395.88,11:40:03 AM,400.05,,11,TERMINAL PLAJU,1:16:57 PM,,15.1,28,14,1.32,1:16:45 PM,496.75,1:14:17 PM,494.29,1:17:14 PM,497.24,,11,TERMINAL PLAJU,2:43:57 PM,,18.2,32,13,1.32,2:43:42 PM,583.70,2:41:50 PM,581.83,2:45:24 PM,585.40,,11,TERMINAL PLAJU,4:09:23 PM,,18.4,44,10,1.32,4:08:33 PM,668.55,4:06:04 PM,666.07,4:12:20 PM,672.33,,11,TERMINAL PLAJU,5:32:09 PM,,18.1,43,14,1.32,5:31:13 PM,751.21,5:28:42 PM,748.69,5:32:29 PM,752.49
12,SIMPANG PASAR TEGAL BINANGUN,7:02:47 AM,,18.0,33.1,9,1.24,7:01:41 AM,121.68,6:59:48 AM,119.80,7:05:49 AM,125.82,,12,SIMPANG PASAR TEGAL BINANGUN,8:41:20 AM,,15.6,36.4,8,1.24,8:40:32 AM,220.54,8:37:49 AM,217.81,8:45:04 AM,225.07,,12,SIMPANG PASAR TEGAL BINANGUN,10:12:30 AM,,15.5,35.3,4,1.24,10:11:14 AM,311.23,10:08:32 AM,308.54,10:25:02 AM,325.03,,12,SIMPANG PASAR TEGAL BINANGUN,11:44:52 AM,,16.2,31.6,6,1.24,11:43:14 AM,403.23,11:40:59 AM,400.99,11:51:02 AM,411.03,,12,SIMPANG PASAR TEGAL BINANGUN,1:22:52 PM,,15.8,31,15,1.23,1:21:37 PM,501.62,1:19:22 PM,499.36,1:21:48 PM,501.81,,12,SIMPANG PASAR TEGAL BINANGUN,2:50:40 PM,,18.2,31,15,1.23,2:48:00 PM,588.00,2:46:18 PM,586.30,2:48:50 PM,588.84,,12,SIMPANG PASAR TEGAL BINANGUN,4:14:45 PM,,18.4,30,11,1.23,4:13:24 PM,673.39,4:11:50 PM,671.83,4:15:51 PM,675.86,,12,SIMPANG PASAR TEGAL BINANGUN,5:37:22 PM,,15.4,33,12,1.23,5:36:57 PM,756.94,5:34:24 PM,754.40,5:38:34 PM,758.57
13,PUSKERSMAS TEGAL BINANGUN,7:05:45 AM,,20.6,34.9,15.4,0.9,7:05:24 AM,125.40,7:04:20 AM,124.33,7:06:17 AM,126.29,,13,PUSKERSMAS TEGAL BINANGUN,8:44:17 AM,,20,34.9,14.2,0.9,8:44:02 AM,224.03,8:42:53 AM,222.88,8:45:08 AM,225.14,,13,PUSKERSMAS TEGAL BINANGUN,10:15:38 AM,,18.7,35.6,4.3,0.9,10:15:23 AM,315.39,10:14:01 AM,314.02,10:25:03 AM,325.06,,13,PUSKERSMAS TEGAL BINANGUN,11:47:48 AM,,19,36,8.7,0.9,11:47:43 AM,407.71,11:46:22 AM,406.37,11:51:04 AM,411.07,,13,PUSKERSMAS TEGAL BINANGUN,1:26:09 PM,,19.5,43,13,0.91,1:25:40 PM,505.67,1:24:08 PM,504.13,1:27:06 PM,507.10,,13,PUSKERSMAS TEGAL BINANGUN,2:53:50 PM,,20.6,35,18,0.91,2:53:19 PM,593.32,2:52:13 PM,592.21,2:53:40 PM,593.67,,13,PUSKERSMAS TEGAL BINANGUN,4:18:15 PM,,27.1,40,11,0.91,4:16:46 PM,676.76,4:16:07 PM,676.12,4:19:32 PM,679.54,,13,PUSKERSMAS TEGAL BINANGUN,5:39:53 PM,,24.6,40,17,0.91,5:39:35 PM,759.59,5:38:43 PM,758.72,5:40:38 PM,760.64
14,LORONG KARANG ANYAR,7:09:25 AM,,22.5,35.3,14,1.25,7:09:05 AM,129.08,7:07:52 AM,127.87,7:11:06 AM,131.11,,14,LORONG KARANG ANYAR,8:47:23 AM,,25.7,35.3,16.1,1.25,8:47:12 AM,227.20,8:46:24 AM,226.41,8:48:57 AM,228.94,,14,LORONG KARANG ANYAR,10:19:13 AM,,22.8,40.7,10,1.25,10:18:55 AM,318.92,10:17:29 AM,317.48,10:23:08 AM,323.13,,14,LORONG KARANG ANYAR,11:51:23 AM,,23,40.2,13,1.25,11:51:04 AM,411.06,11:49:40 AM,409.67,11:53:34 AM,413.57,,14,LORONG KARANG ANYAR,1:29:29 PM,,24.9,34,20,1.2,1:29:02 PM,509.04,1:28:17 PM,508.28,1:29:48 PM,509.80,,14,LORONG KARANG ANYAR,2:57:21 PM,,22.2,40,15,1.2,2:57:05 PM,597.08,2:55:37 PM,595.62,2:58:44 PM,598.73,,14,LORONG KARANG ANYAR,4:21:13 PM,,26.9,41,16,1.2,4:20:56 PM,680.93,4:20:00 PM,680.00,4:22:52 PM,682.87,,14,LORONG KARANG ANYAR,5:43:24 PM,,23.5,43,18,1.2,5:42:57 PM,762.95,5:41:35 PM,761.58,5:44:00 PM,764.00
15,SIMPANG TEGAL BINANGUN,7:13:39 AM,,26.9,39.6,14.9,1.74,7:13:18 AM,133.30,7:12:03 AM,132.05,7:16:25 AM,136.42,,15,SIMPANG TEGAL BINANGUN,8:51:54 AM,,26.2,36.7,20,1.74,8:51:22 AM,231.37,8:50:14 AM,230.23,8:52:36 AM,232.60,,15,SIMPANG TEGAL BINANGUN,10:22:47 AM,,30,43.6,15,1.74,10:22:42 AM,322.70,10:21:37 AM,321.61,10:26:11 AM,326.18,,15,SIMPANG TEGAL BINANGUN,11:55:07 AM,,29.6,41,17.3,1.74,11:54:55 AM,414.91,11:53:56 AM,413.93,11:57:25 AM,417.42,,15,SIMPANG TEGAL BINANGUN,1:33:39 PM,,26.6,34,25,1.75,1:33:26 PM,513.43,1:32:35 PM,512.59,1:33:45 PM,513.75,,15,SIMPANG TEGAL BINANGUN,3:01:40 PM,,25.4,43,10,1.75,3:01:29 PM,601.48,2:59:49 PM,599.82,3:08:17 PM,608.29,,15,SIMPANG TEGAL BINANGUN,4:25:10 PM,,26.6,35,16,1.75,4:25:10 PM,685.16,4:24:11 PM,684.19,4:27:44 PM,687.74,,15,SIMPANG TEGAL BINANGUN,5:47:24 PM,,25.8,36,9,1.75,5:47:28 PM,767.47,5:46:17 PM,766.28,5:55:12 PM,775.20
16,DEPO DJKA,7:14:55 AM,,21.3,34.9,12.5,0.37,7:14:42 AM,134.69,7:14:17 AM,134.29,7:15:26 AM,135.43,,16,DEPO DJKA,8:53:50 AM,,20.2,35.3,17.3,0.37,8:53:00 AM,233.00,8:52:32 AM,232.53,8:53:11 AM,233.18,,16,DEPO DJKA,10:23:58 AM,,22.3,38.5,5.8,0.37,10:23:47 AM,323.78,10:23:22 AM,323.36,10:26:37 AM,326.61,,16,DEPO DJKA,11:56:00 AM,,24.8,39.8,9,0.37,11:56:01 AM,416.01,11:55:40 AM,415.67,11:57:35 AM,417.58,,16,DEPO DJKA,1:36:01 PM,,16.7,33,10,0.37,1:34:59 PM,514.98,1:34:19 PM,514.32,1:35:52 PM,515.87,,16,DEPO DJKA,3:03:21 PM,,18.9,35,15,0.37,3:02:50 PM,602.84,3:02:19 PM,602.31,3:03:11 PM,603.19,,16,DEPO DJKA,4:27:22 PM,,28.1,40,12,0.37,4:25:57 PM,685.96,4:25:43 PM,685.72,4:26:57 PM,686.96,,16,DEPO DJKA,5:49:52 PM,,24.6,40,12,0.37,5:48:18 PM,768.30,5:47:57 PM,767.95,5:49:18 PM,769.30
17,OPI MALL,7:16:26 AM,,24.4,37.8,21,0.49,7:16:07 AM,136.12,7:15:42 AM,135.69,7:16:19 AM,136.32,,17,OPI MALL,8:55:20 AM,,22.7,32.4,17.5,0.49,8:55:08 AM,235.13,8:54:44 AM,234.74,8:55:31 AM,235.51,,17,OPI MALL,10:25:27 AM,,21.8,35.3,8.4,0.49,10:25:19 AM,325.32,10:24:48 AM,324.80,10:27:28 AM,327.47,,17,OPI MALL,11:57:40 AM,,25.6,37,11.2,0.49,11:57:09 AM,417.15,11:56:48 AM,416.79,11:58:38 AM,418.63,,17,OPI MALL,1:37:17 PM,,28.4,35,20,0.49,1:37:03 PM,517.05,1:36:52 PM,516.86,1:37:28 PM,517.47,,17,OPI MALL,3:04:50 PM,,16.7,36,12,0.49,3:05:07 PM,605.11,3:04:10 PM,604.16,3:05:50 PM,605.84,,17,OPI MALL,4:28:55 PM,,21.5,38,10,0.49,4:28:44 PM,688.73,4:28:08 PM,688.14,4:30:18 PM,690.31,,17,OPI MALL,5:51:36 PM,,21.9,39,14,0.49,5:51:13 PM,771.21,5:50:37 PM,770.62,5:52:00 PM,772.00
18,DJKA,7:17:50 AM,,21.7,36,12,0.41,7:17:34 AM,137.57,7:17:07 AM,137.12,7:18:29 AM,138.48,,18,DJKA,8:56:30 AM,,26.7,42.5,21,0.41,8:56:15 AM,236.25,8:55:55 AM,235.91,8:56:30 AM,236.50,,18,DJKA,10:26:30 AM,,27.5,38.9,8.7,0.41,10:26:21 AM,326.34,10:26:05 AM,326.08,10:28:17 AM,328.28,,18,DJKA,11:58:35 AM,,26.7,35.8,7.8,0.41,11:58:35 AM,418.59,11:58:21 AM,418.35,12:00:49 PM,420.82,,18,DJKA,1:38:35 PM,,22.3,31,20,0.41,1:38:23 PM,518.39,1:38:04 PM,518.07,1:38:33 PM,518.54,,18,DJKA,3:06:15 PM,,21.8,33,18,0.41,3:05:58 PM,605.96,3:05:35 PM,605.58,3:06:13 PM,606.22,,18,DJKA,4:30:13 PM,,22.7,36,14,0.41,4:30:00 PM,690.00,4:29:36 PM,689.60,4:30:44 PM,690.74,,18,DJKA,5:52:45 PM,,23.8,36,20,0.41,5:52:38 PM,772.63,5:52:17 PM,772.29,5:52:49 PM,772.82
19,STASIUN JAKABARING,7:19:46 AM,,35.3,46.8,17.3,1.04,7:19:36 AM,139.60,7:19:10 AM,139.17,7:21:26 AM,141.44,,19,STASIUN JAKABARING,8:58:25 AM,,36.6,51.1,32,1.04,8:58:12 AM,238.20,8:57:43 AM,237.72,8:58:27 AM,238.45,,19,STASIUN JAKABARING,10:28:16 AM,,43.2,48.2,41,1.04,10:27:57 AM,327.94,10:27:48 AM,327.79,10:28:01 AM,328.02,,19,STASIUN JAKABARING,12:00:16 PM,,43,47.5,41.6,1.04,12:00:02 PM,420.03,11:59:54 AM,419.90,12:00:05 PM,420.08,,19,STASIUN JAKABARING,1:40:42 PM,,35,45,21,1.07,1:40:25 PM,520.42,1:40:00 PM,520.00,1:41:35 PM,521.58,,19,STASIUN JAKABARING,3:08:17 PM,,35.2,45,26,1.07,3:08:04 PM,608.07,3:07:41 PM,607.69,3:08:46 PM,608.77,,19,STASIUN JAKABARING,4:32:10 PM,,35.4,40,30,1.07,4:32:02 PM,692.03,4:31:49 PM,691.82,4:32:23 PM,692.38,,19,STASIUN JAKABARING,5:54:56 PM,,31.9,40,25,1.07,5:54:46 PM,774.76,5:54:21 PM,774.35,5:55:22 PM,775.36
