,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ritasi ke - 1,,,,,,,,,,,,,,,Ritasi ke - 2,,,,,,,,,,,,,,,Ritasi ke - 3,,,,,,,,,,,,,,,Ritasi ke - 4,,,,,,,,,,,,,,,,Ritasi ke - 5,,,,,,,,,,,,,,,Ritasi ke - 6,,,,,,,,,,,,,,,Ritasi ke - 7,,,,,,,,,,,,,,,Ritasi ke - 8,,,,,,,,,,,,
No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min,,No. ,Halte ,J. Tiba,J. Berangkat,Kec. Rata-Rata (km/jam),Kec. Max (km/jam),Kec. Min (km/jam),Jarak,Durasi Avg,Integer Avg,Durasi Max,Integer Max,Durasi Min,Integer Min
,TERMINAL JAKABARING,5:51:00 AM,5:51:00 AM,,,,,,,,,,,,,TERMINAL JAKABARING,7:23:00 AM,7:23:00 AM,,,,,,,,,,,,,TERMINAL JAKABARING,8:54:00 AM,8:54:00 AM,,,,,,,,,,,,,TERMINAL JAKABARING,10:24:04 AM,10:24:04 AM,,,,,,,,,,,,,,TERMINAL JAKABARING,11:52:48 AM,11:52:48 AM,,,,,,,,,,,,,TERMINAL JAKABARING,1:31:27 PM,1:31:27 PM,,,,,,,,,,,,,TERMINAL JAKABARING,2:59:34 PM,2:59:34 PM,,,,,,,,,,,,,TERMINAL JAKABARING,4:19:27 PM,4:19:27 PM,,,,,,,,,,
1,PLN A,5:58:36 AM,,24.2,44.6,1.5,2.86,5:58:05 AM,58.09,5:54:51 AM,54.85,7:45:24 AM,165.40,,1,PLN A,7:30:32 AM,,24.3,44.6,1.2,2.86,7:30:04 AM,150.06,7:26:51 AM,146.85,9:46:00 AM,286.00,,1,PLN A,9:00:04 AM,,28.1,44.3,4.6,2.84,9:00:04 AM,240.06,8:57:51 AM,237.85,9:31:03 AM,271.04,,1,PLN A,10:30:00 AM,,33.6,46.1,8.2,2.8,10:29:04 AM,329.07,10:27:43 AM,327.71,10:44:33 AM,344.55,,,1,PLN A,11:57:20 AM,,33.7,47.5,13.0,2.78,11:57:45 AM,417.75,11:56:19 AM,416.31,12:05:38 PM,425.63,,1,PLN A,1:36:10 PM,,30.9,47.2,3.3,2.81,1:36:54 PM,516.91,1:35:01 PM,515.02,2:22:32 PM,562.54,,1,PLN A,3:04:46 PM,,32.0,46.1,10.2,2.78,3:04:47 PM,604.78,3:03:11 PM,603.18,3:15:55 PM,615.92,,1,PLN A,4:24:22 PM,,36.2,45.7,4.1,2.76,4:24:01 PM,684.02,4:23:04 PM,683.07,4:59:50 PM,719.84
2,BANK SUMSEL BABEL B,6:00:01 AM,,37.8,44.3,9.3,0.94,6:00:06 AM,60.09,5:59:52 AM,59.87,6:04:40 AM,64.66,,2,BANK SUMSEL BABEL B,7:32:58 AM,,37.9,42.1,9.5,0.95,7:32:02 AM,152.04,7:31:53 AM,151.89,7:36:32 AM,156.53,,2,BANK SUMSEL BABEL B,9:01:29 AM,,35.6,42.1,3.9,0.95,9:01:40 AM,241.67,9:01:25 AM,241.42,9:14:41 AM,254.68,,2,BANK SUMSEL BABEL B,10:31:31 AM,,39.8,40.7,10,0.81,10:31:13 AM,331.22,10:31:12 AM,331.19,10:34:52 AM,334.86,,,2,BANK SUMSEL BABEL B,11:59:38 AM,,41.7,48.2,8.6,0.92,11:58:39 AM,418.66,11:58:29 AM,418.48,12:03:45 PM,423.75,,2,BANK SUMSEL BABEL B,1:38:39 PM,,46.7,51.5,12.5,0.90,1:37:19 PM,517.32,1:37:13 PM,517.22,1:40:29 PM,520.49,,2,BANK SUMSEL BABEL B,3:06:18 PM,,44.0,56.5,6.8,0.94,3:06:03 PM,606.05,3:05:46 PM,605.76,3:13:04 PM,613.06,,2,BANK SUMSEL BABEL B,4:25:49 PM,,43.5,45.7,33.1,0.85,4:25:32 PM,685.54,4:25:29 PM,685.48,4:25:54 PM,685.91
3,GOR JAKABARING,6:01:29 AM,,31,39.6,5.9,0.33,6:00:39 AM,60.66,6:00:31 AM,60.52,6:03:22 AM,63.37,,3,GOR JAKABARING,7:33:32 AM,,29.8,40,5.9,0.39,7:33:45 AM,153.75,7:33:33 AM,153.55,7:36:56 AM,156.93,,3,GOR JAKABARING,9:02:46 AM,,28.5,38.5,5.7,0.39,9:02:18 AM,242.30,9:02:05 AM,242.09,9:05:35 AM,245.59,,3,GOR JAKABARING,10:32:20 AM,,33.4,40.3,3.3,0.32,10:32:05 AM,332.09,10:32:00 AM,331.99,10:37:20 AM,337.33,,,3,GOR JAKABARING,12:00:38 PM,,33.8,44.3,7.8,0.35,12:00:15 PM,420.25,12:00:06 PM,420.11,12:02:20 PM,422.33,,3,GOR JAKABARING,1:38:46 PM,,33.1,42.5,7.7,0.35,1:39:17 PM,519.28,1:39:09 PM,519.14,1:41:23 PM,521.38,,3,GOR JAKABARING,3:07:02 PM,,34.9,46.8,7.9,0.35,3:06:54 PM,606.90,3:06:45 PM,606.75,3:08:57 PM,608.96,,3,GOR JAKABARING,4:26:38 PM,,32.9,47.2,12.3,0.32,4:26:24 PM,686.40,4:26:13 PM,686.22,4:27:23 PM,687.38
4,STASIUN JAKABARING,6:02:23 AM,,31,38.6,7,0.33,6:02:07 AM,62.12,6:02:00 AM,62.00,6:04:19 AM,64.31,,4,STASIUN JAKABARING,7:33:58 AM,,29.1,39.2,6.4,0.34,7:34:14 AM,154.23,7:34:03 AM,154.05,7:36:43 AM,156.72,,4,STASIUN JAKABARING,9:03:39 AM,,26,38.2,7.2,0.33,9:03:32 AM,243.53,9:03:17 AM,243.28,9:05:31 AM,245.52,,4,STASIUN JAKABARING,10:33:03 AM,,35.5,45.4,7.6,0.26,10:32:46 AM,332.77,10:32:41 AM,332.68,10:34:23 AM,334.39,,,4,STASIUN JAKABARING,12:00:30 PM,,32.9,41.8,17.6,0.34,12:01:15 PM,421.25,12:01:07 PM,421.12,12:01:48 PM,421.79,,4,STASIUN JAKABARING,1:39:35 PM,,24.0,34.6,4.1,0.30,1:39:31 PM,519.52,1:39:17 PM,519.29,1:43:09 PM,523.16,,4,STASIUN JAKABARING,3:07:47 PM,,37.8,45.4,7.8,0.26,3:07:27 PM,607.45,3:07:23 PM,607.38,3:09:02 PM,609.03,,4,STASIUN JAKABARING,4:27:34 PM,,32.7,40.0,10.3,0.26,4:27:07 PM,687.11,4:27:01 PM,687.02,4:28:09 PM,688.15
5,DJKA,6:03:24 AM,,32,46.4,8.4,1.07,6:04:23 AM,64.39,6:03:46 AM,63.77,6:10:02 AM,70.03,,5,DJKA,7:35:32 AM,,37.5,45.7,8.2,1.06,7:35:40 AM,155.66,7:35:22 AM,155.36,7:41:43 AM,161.72,,5,DJKA,9:05:31 AM,,36.2,45,7.8,1.06,9:05:24 AM,245.41,9:05:04 AM,245.06,9:11:48 AM,251.80,,5,DJKA,10:35:56 AM,,38.2,43.2,9.8,1.02,10:34:39 AM,334.65,10:34:28 AM,334.47,10:39:18 AM,339.29,,,5,DJKA,12:02:08 PM,,42.8,46.8,16.1,1.07,12:02:00 PM,422.00,12:01:52 PM,421.87,12:04:29 PM,424.49,,5,DJKA,1:41:00 PM,,38.5,47.2,9.4,1.01,1:41:09 PM,521.16,1:40:52 PM,520.87,1:46:02 PM,526.03,,5,DJKA,3:09:22 PM,,43.0,47.2,11.0,1.00,3:09:11 PM,609.18,3:09:03 PM,609.05,3:13:14 PM,613.24,,5,DJKA,4:29:00 PM,,45.0,50.4,21.2,1.01,4:28:55 PM,688.91,4:28:46 PM,688.77,4:30:26 PM,690.43
6,DEPO DJKA,6:05:18 AM,,34.8,41.8,3.9,0.97,6:05:04 AM,65.07,6:04:48 AM,64.79,6:18:19 AM,78.32,,6,DEPO DJKA,7:38:05 AM,,26,38.5,5.8,0.99,7:37:49 AM,157.82,7:37:05 AM,157.08,7:45:46 AM,165.77,,6,DEPO DJKA,9:08:44 AM,,26.5,32.4,6.8,0.99,9:07:45 AM,247.76,9:07:21 AM,247.35,9:14:15 AM,254.25,,6,DEPO DJKA,10:38:38 AM,,24.6,37.1,8.2,0.92,10:38:11 AM,338.18,10:37:25 AM,337.42,10:42:40 AM,342.67,,,6,DEPO DJKA,12:04:08 PM,,27.0,39.6,12.9,0.96,12:04:16 PM,424.27,12:03:35 PM,423.59,12:06:36 PM,426.60,,6,DEPO DJKA,1:43:18 PM,,29.4,49.3,4.9,0.98,1:43:00 PM,523.00,1:42:12 PM,522.19,1:53:00 PM,533.00,,6,DEPO DJKA,3:12:15 PM,,23.5,34.9,8.7,1.00,3:11:55 PM,611.92,3:11:05 PM,611.09,3:16:16 PM,616.26,,6,DEPO DJKA,4:33:13 PM,,17.9,45.4,19.8,1.02,4:32:25 PM,692.42,4:30:21 PM,690.35,4:32:05 PM,692.09
7,SIMPANG TEGAL BINANGUN,6:06:42 AM,,22.3,31.6,8.5,0.39,6:06:21 AM,66.35,6:06:02 AM,66.04,6:08:03 AM,68.05,,7,SIMPANG TEGAL BINANGUN,7:39:23 AM,,17.2,33.8,3.3,0.37,7:39:22 AM,159.37,7:38:44 AM,158.74,7:44:49 AM,164.81,,7,SIMPANG TEGAL BINANGUN,9:09:48 AM,,21.2,36,9.5,0.38,9:09:49 AM,249.81,9:09:22 AM,249.37,9:11:08 AM,251.13,,7,SIMPANG TEGAL BINANGUN,10:39:44 AM,,24.9,34.2,5.8,0.36,10:39:30 AM,339.50,10:39:16 AM,339.26,10:42:21 AM,342.36,,,7,SIMPANG TEGAL BINANGUN,12:06:30 PM,,17.4,36.4,7.7,0.32,12:05:14 PM,425.24,12:04:40 PM,424.66,12:06:38 PM,426.63,,7,SIMPANG TEGAL BINANGUN,1:46:24 PM,,14.8,39.2,2.8,0.32,1:44:36 PM,524.60,1:43:47 PM,523.79,1:50:09 PM,530.16,,7,SIMPANG TEGAL BINANGUN,3:13:12 PM,,23.6,42.1,10.7,0.35,3:13:08 PM,613.14,3:12:45 PM,612.75,3:14:13 PM,614.21,,7,SIMPANG TEGAL BINANGUN,4:34:28 PM,,20.4,41.8,5.9,0.37,4:34:18 PM,694.30,4:33:45 PM,693.75,4:36:59 PM,696.98
